funding_total_usd,funding_rounds,age,is_tech,success
31000000.0,4,22.0,0,1
4400000.0,2,15.0,0,1
21400000.0,2,28.0,1,1
20000000.0,2,21.0,0,1
3000000.0,1,15.0,0,0
200000000.0,1,19.0,0,1
344789135.0,10,24.0,0,1
35301007.0,5,21.0,0,1
23000000.0,2,24.0,1,1
15000000.0,3,26.0,1,1
21189.0,1,15.0,1,0
370000.0,2,14.0,1,0
20000000.0,2,15.0,1,1
1550000.0,1,14.0,0,0
120000.0,1,15.0,1,0
2094920.0,4,19.0,1,1
950000.0,1,15.0,1,1
850000.0,2,20.0,1,0
40242738.0,6,20.0,1,1
283000000.0,1,29.0,1,1
3200000.0,3,16.0,0,1
14000000.0,1,24.0,1,1
4340000.0,3,18.0,0,1
19000000.0,1,24.0,0,1
57000000.0,3,27.0,1,1
25000.0,1,14.0,1,0
2574556.0,1,16.0,1,0
2700000.0,1,19.0,0,0
8105000.0,6,20.0,1,0
5750095.0,2,23.0,1,1
44900000.0,4,26.0,1,1
41551329.0,3,28.0,1,1
7500000.0,1,31.0,0,1
2154000.0,3,20.0,0,0
10402868.417585,1,32.0,1,1
400000.0,1,24.0,0,0
5800000.0,1,22.0,1,0
1073497.0,2,18.0,1,0
6000.0,1,11.0,1,0
51000000.0,1,30.0,1,1
6660000.0,2,18.0,0,0
7000000.0,1,19.0,1,1
120794.0,1,17.0,0,0
40000000.0,5,21.0,1,1
1000000.0,1,13.0,0,0
90000000.0,5,19.0,1,1
13596.0,1,13.0,0,0
17000000.0,2,13.0,0,0
125000.0,2,17.0,0,0
1000000.0,1,15.0,0,1
100000.0,1,15.0,1,1
6000000.0,1,25.0,1,1
240000.0,1,16.0,0,1
19900000.0,3,18.0,1,1
1650000.0,1,19.0,1,1
450000.0,2,15.0,1,0
65000.0,2,15.0,0,0
550000.0,1,16.0,0,0
1500000.0,1,17.0,1,0
7300000.0,2,17.0,1,1
15000000.0,1,31.0,0,0
6500000.0,2,27.0,0,1
25000.0,1,16.0,0,0
5000000.0,1,24.0,0,0
4000000.0,1,41.0,1,1
55600000.0,7,19.0,1,1
200000.0,1,18.0,0,0
210000.0,1,11.0,0,0
1250000.0,2,13.0,1,0
16924999.0,5,16.0,0,1
103703.0,1,18.0,0,0
70000.0,1,11.0,0,0
409562.0,1,17.0,0,0
325000.0,1,16.0,0,0
24030000.0,3,18.0,0,1
700000.0,1,15.0,0,0
450000.0,1,15.0,1,0
1000000.0,1,14.0,0,1
20000009.6565487,2,20.0,0,1
36962500.0,6,17.0,0,1
625000.0,1,21.0,0,1
1200000.0,1,20.0,1,0
750000.0,1,16.0,0,0
1569585.0,2,19.0,1,0
6000000.0,1,22.0,0,0
1025000.0,3,15.0,1,1
12000000.0,2,19.0,1,0
4014726.0,1,18.0,1,0
100000.0,1,11.0,0,0
10000000.0,2,27.0,0,1
1000000.0,2,15.0,0,1
244000.0,1,20.0,1,0
4250000.0,2,15.0,1,1
29000000.0,1,26.0,1,1
14500000.0,2,25.0,0,1
5000000.0,1,24.0,1,1
2000000.0,1,28.0,1,1
10000000.0,1,22.0,1,0
35600000.0,6,19.0,1,1
1678603.0,1,17.0,0,1
153553.0,1,11.0,0,0
886210.0,1,18.0,1,0
1944976.0,1,15.0,1,0
9856183.0,2,16.0,1,1
1178000.0,5,18.0,1,1
1000000.0,1,15.0,1,0
59463635.0,10,20.0,0,0
250000.0,1,17.0,1,0
54800000.0,5,22.0,1,1
10000.0,2,23.0,0,1
3000000.0,1,17.0,0,0
1950000.0,2,21.0,1,1
10794877.0,1,31.0,1,1
97200000.0,5,20.0,1,1
20000.0,1,14.0,1,0
60000.0,1,17.0,0,0
6211154.0,2,16.0,1,1
1250000.0,1,25.0,0,0
2150000.0,3,17.0,1,1
8000000.0,1,24.0,1,1
18813485.0,3,24.0,1,1
31568890.0,1,30.0,0,0
2500000.0,1,22.0,0,0
5000000.0,1,35.0,1,0
1000000.0,1,30.0,0,0
339000.0,1,33.0,1,1
120000000.0,1,28.0,0,0
40000000.0,1,30.0,0,0
70000000.0,2,30.0,0,0
54300000.0,3,40.0,1,1
23000000.0,6,22.0,1,1
158500000.0,2,25.0,0,1
16100000.0,2,23.0,1,1
5000000.0,2,16.0,0,1
18414560.0,2,22.0,0,0
34000000.0,3,27.0,1,1
2750.0,1,34.0,1,0
89500000.0,4,22.0,0,0
2064000.0,2,14.0,1,0
110000000.0,1,20.0,0,1
3270326.0,1,24.0,0,0
3625000.0,2,16.0,0,0
24000000.0,1,52.0,0,1
19950000.0,2,27.0,1,1
325000000.0,1,26.0,0,1
1500000.0,1,18.0,1,1
1000000.0,1,14.0,0,0
1012227.25780978,2,19.0,1,0
1100000.0,2,15.0,0,0
1434300.0,1,19.0,1,0
5000000.0,1,21.0,0,0
45434000.0,4,19.0,1,1
63925.0,1,16.0,1,0
36050344.0,7,20.0,0,1
232601872.0,10,25.0,0,1
55000000.0,2,23.0,1,0
66500000.0,4,21.0,1,1
3000000.0,1,27.0,0,1
2030882.0,4,18.0,1,1
25000.0,1,11.0,1,0
8832393.0,3,18.0,1,1
25000.0,1,16.0,1,0
6800000.0,1,25.0,1,1
2600000.0,3,14.0,1,1
27000000.0,1,27.0,1,1
100000.0,1,11.0,0,0
150000.0,1,15.0,0,0
23519998.0,4,19.0,0,0
2000000.0,1,14.0,1,1
1625900.0,2,15.0,1,0
2250000.0,1,19.0,1,0
10000000.0,4,25.0,0,1
1593610.0,3,16.0,0,0
450000.0,1,11.0,1,0
1230000.0,1,17.0,1,1
130000.0,1,18.0,1,0
25000.0,1,19.0,0,0
7000000.0,2,21.0,0,1
10850000.0,4,18.0,0,0
350000.0,1,18.0,1,1
18799999.0,3,22.0,1,1
2000000.0,1,22.0,1,0
4000000.0,1,24.0,1,0
13300000.0,2,24.0,1,1
30320000.0,4,27.0,0,1
120000000.0,1,27.0,0,0
15000000.0,2,23.0,1,1
631720.0,1,17.0,1,1
53299997.0,6,25.0,1,1
3100000.0,2,20.0,0,1
2000000.0,1,28.0,1,1
9300000.0,2,18.0,1,0
5500000.0,1,16.0,1,0
2600000.0,2,18.0,0,0
25000.0,1,14.0,0,0
75000000.0,1,28.0,1,1
2743500.0,3,18.0,0,0
15500000.0,2,17.0,1,1
16350000.0,3,19.0,0,1
15000000.0,2,14.0,1,1
38000000.0,2,24.0,1,0
2000000.0,2,18.0,0,1
3500000.0,1,16.0,1,0
50000000.0,3,24.0,1,1
8500000.0,2,22.0,1,0
81000000.0,5,26.0,1,1
7000000.0,1,28.0,1,1
9100000.0,1,24.0,0,1
2000000.0,1,22.0,0,1
2500000.0,2,20.0,1,1
85249999.0,6,25.0,1,1
44424979.0,3,27.0,0,1
115425741.132338,3,22.0,1,0
26000000.0,3,21.0,1,1
2000000.0,2,18.0,1,1
7273407.0,3,26.0,1,1
111641664.0,4,22.0,1,1
10016030.0,3,22.0,1,0
3400000.0,1,24.0,1,1
18890000.0,3,21.0,1,0
1550000.0,1,29.0,1,1
19185000.0,3,24.0,1,1
1000000.0,1,27.0,0,1
10400000.0,5,20.0,1,0
28000000.0,2,29.0,1,1
7000000.0,1,21.0,1,1
20000000.0,1,27.0,0,1
139050000.0,4,26.0,1,1
25000.0,1,17.0,1,0
500000.0,1,18.0,1,0
16000000.0,2,26.0,0,1
5040000.0,1,44.0,1,1
1500000.0,1,39.0,0,0
25000000.0,2,24.0,1,1
13360000.0,4,22.0,1,1
1200000.0,1,19.0,0,0
2600000.0,1,24.0,0,0
8450000.0,2,13.0,1,1
170000.0,1,17.0,1,0
19000000.0,2,23.0,1,0
4940000.0,2,21.0,1,1
7210210.0,4,22.0,1,1
75000000.0,1,26.0,1,1
4500000.0,1,25.0,1,0
44300000.0,2,28.0,1,1
500000.0,1,29.0,1,1
1300000.0,1,16.0,1,1
14500000.0,2,20.0,0,1
48000000.0,6,19.0,0,1
18628333.0,4,18.0,0,1
6084516.0,2,27.0,1,1
1600000.0,1,21.0,0,0
12000000.0,1,28.0,1,1
3000.0,1,17.0,1,0
3000000.0,1,21.0,0,1
1500000.0,1,22.0,0,0
6178766.0,1,53.0,0,1
500000.0,1,17.0,0,0
201000.0,1,16.0,1,1
1000000.0,1,16.0,1,0
100000.0,1,15.0,1,0
39420000.0,4,22.0,1,1
5250000.0,2,15.0,0,0
1000000.0,1,19.0,0,1
22487000.0,3,20.0,0,1
1500000.0,1,16.0,0,0
100000.0,1,20.0,0,0
400000000.0,1,35.0,0,0
2556850.0,4,20.0,1,0
1367369.0,2,33.0,1,0
40790797.0,1,29.0,1,1
27500000.0,3,29.0,0,1
4140000.0,2,19.0,0,1
10900000.0,2,24.0,1,0
16000000.0,2,19.0,0,1
21000000.0,2,24.0,1,0
14000000.0,1,24.0,1,1
250000.0,1,15.0,1,0
2565000.0,2,17.0,1,1
15000.0,1,15.0,1,0
4500000.0,1,15.0,1,1
192644.997468094,1,12.0,0,0
165000.0,1,15.0,1,0
142200000.0,6,15.0,0,0
21639640.0,6,20.0,0,0
5520000.0,1,25.0,1,1
17400000.0,1,30.0,0,0
24150000.0,3,22.0,0,1
3000000.0,1,16.0,0,1
301985.0,1,13.0,1,0
1000000.0,1,17.0,0,0
30000.0,2,16.0,1,0
141535713.0,8,26.0,0,0
42000000.0,1,26.0,1,1
26797546.0,4,24.0,1,1
5722750.0,9,15.0,1,0
32500000.0,2,18.0,1,0
70000.0,2,14.0,1,0
139893.0,1,11.0,0,0
10000000.0,1,21.0,0,1
3000000.0,1,20.0,1,1
1529666.0,2,20.0,0,1
6600000.0,2,15.0,0,1
250000.0,1,16.0,0,0
750000.0,1,14.0,1,0
1000000.0,1,18.0,0,0
183352.0,1,21.0,0,0
770000.0,2,16.0,1,0
422500.0,3,21.0,1,1
134250.0,1,17.0,1,0
122000000.0,5,17.0,1,1
110000.0,1,11.0,0,0
6515643.0,1,44.0,0,1
34100000.0,3,22.0,1,1
275000.0,1,20.0,1,0
1500000.0,1,15.0,1,1
14219390.0,3,19.0,0,0
19000000.0,2,27.0,0,1
500000.0,1,14.0,0,1
6500000.0,2,12.0,0,0
8330000.0,2,25.0,1,1
350000.0,2,19.0,0,0
8684459.0,3,20.0,0,0
1530000.0,2,23.0,1,0
15000.0,1,17.0,0,0
16193969.0,2,20.0,0,1
5300.0,1,13.0,1,0
600000.0,1,18.0,1,1
45000.0,1,12.0,0,0
250000.0,1,14.0,1,0
5000000.0,1,23.0,1,1
127620230.0,7,25.0,1,1
19200000.0,2,24.0,1,1
10000000.0,2,28.0,1,1
1000000.0,1,21.0,1,1
3800000.0,2,27.0,1,1
1776763.0,2,20.0,0,1
300000.0,1,20.0,0,0
29000000.0,2,22.0,1,1
5820000000.0,6,23.0,1,1
100410283.0,4,22.0,1,1
2250002.0,3,23.0,0,0
11500000.0,2,27.0,1,1
32500000.0,6,12.0,1,1
29972500.0,3,26.0,1,1
3000000.0,1,20.0,0,1
19000000.0,2,17.0,1,1
50000.0,1,17.0,0,0
20000.0,1,19.0,0,1
6000000.0,1,21.0,1,1
56710000.0,3,27.0,1,1
1000000.0,1,14.0,1,0
750000.0,1,18.0,0,0
750000.0,3,14.0,1,0
100000.0,1,23.0,0,1
1510017.0,2,19.0,1,0
840000.0,1,25.0,0,0
2000000.0,2,18.0,0,0
14200000.0,2,29.0,1,1
475000.0,1,19.0,0,0
11000000.0,1,18.0,1,1
1200000.0,2,15.0,0,0
2582000.0,2,12.0,1,0
10000.0,1,15.0,1,0
63300000.0,5,19.0,1,1
18250000.0,8,18.0,1,1
110000000.0,1,22.0,0,1
9915000.0,2,25.0,1,1
5906547.0,1,19.0,1,0
2750000.0,2,17.0,1,1
5300000.0,2,19.0,1,1
26140000.0,4,17.0,1,1
14000000.0,2,20.0,1,1
25000000.0,2,26.0,1,1
149180.0,1,17.0,1,0
4415653.0,2,15.0,1,1
600000.0,1,11.0,1,0
25000.0,1,15.0,1,1
3532577.0,1,17.0,1,1
8800000.0,2,16.0,1,1
21000000.0,2,25.0,0,1
20000.0,1,16.0,1,0
7000000.0,1,15.0,1,0
692850.0,1,16.0,0,0
225000.0,1,22.0,1,0
7484035.0,3,19.0,0,1
7660569.14175812,2,22.0,1,0
1400000.0,3,19.0,1,0
600000.0,1,18.0,1,0
42000000.0,1,42.0,1,1
9350003.0,4,25.0,0,1
38520000.0,3,26.0,1,1
25000.0,1,16.0,0,0
1500000.0,1,20.0,1,0
34000418.0,3,22.0,1,1
110000.0,3,15.0,1,0
1000000.0,1,20.0,1,0
37422.0,1,12.0,1,0
6500000.0,1,22.0,1,1
60000.0,1,17.0,1,0
3600000.0,1,25.0,0,1
1400000.0,3,24.0,1,1
50000.0,1,14.0,1,0
6194000.0,3,20.0,1,1
2600000.0,1,23.0,1,1
1130000.0,7,14.0,1,1
1340000.0,2,20.0,1,1
11200000.0,2,23.0,1,1
11700000.0,1,32.0,0,0
25000.0,1,16.0,0,0
15500000.0,2,26.0,1,1
7000000.0,1,31.0,1,1
10150000.0,3,17.0,0,1
41525000.0,3,23.0,0,1
23100000.0,2,35.0,0,1
1400000.0,2,17.0,1,1
1373909.0,1,12.0,1,1
11000000.0,3,19.0,1,1
6500000.0,1,25.0,1,1
40000000.0,2,29.0,1,1
12971851.0831496,1,26.0,0,1
29600000.0,5,27.0,1,1
2350000.0,3,15.0,1,1
1564572.0,1,18.0,0,1
15324624.0,6,21.0,1,1
39500.0,2,25.0,1,1
50000.0,2,16.0,0,0
10000.0,1,18.0,0,0
20000.0,1,14.0,0,0
1800000.0,1,13.0,0,1
20000000.0,1,27.0,0,1
20000.0,1,16.0,1,0
320000.0,3,15.0,0,0
225000.0,1,18.0,1,0
6201649.0,2,17.0,0,1
41000000.0,1,16.0,1,0
1167697.0,1,15.0,0,0
1300000.0,1,16.0,0,0
2970000.0,1,27.0,1,1
1000000.0,1,21.0,1,1
42000000.0,3,26.0,1,1
8000000.0,1,28.0,0,1
25000000.0,3,30.0,0,0
5191392.0,3,26.0,1,1
350000.0,2,15.0,1,0
538062.0,4,14.0,0,0
3496222.0,6,19.0,0,1
834000.0,2,20.0,1,1
2500000.0,1,26.0,0,1
300000.0,1,11.0,0,0
15112330.0,7,45.0,1,0
25000.0,1,17.0,0,0
125000.0,1,14.0,1,0
824919.157922524,1,17.0,0,0
3000000.0,1,46.0,0,1
12000000.0,3,17.0,0,0
2000000.0,1,14.0,1,0
11000000.0,2,24.0,1,1
29310000.0,2,24.0,1,1
3802024.0,4,19.0,1,1
33000000.0,4,26.0,0,1
5630000.0,1,25.0,1,1
12530000.0,3,21.0,1,1
1200000.0,1,12.0,1,0
31950003.0,5,24.0,1,1
20000000.0,1,46.0,1,1
20000000.0,1,27.0,1,0
7200000.0,2,14.0,1,1
291754092.0,2,33.0,1,1
3000000.0,2,14.0,1,0
500000.0,1,15.0,1,0
200000.0,1,20.0,0,0
20500000.0,2,28.0,1,1
3000000.0,1,19.0,1,0
500000.0,1,17.0,1,1
1500000.0,2,13.0,0,0
10000.0,1,16.0,1,0
5000000.0,3,29.0,0,1
1384000.0,1,15.0,1,1
67400000.0,4,23.0,0,0
8500000.0,1,24.0,1,1
33048483.0,4,18.0,0,1
565000.0,1,15.0,1,1
10200000.0,2,21.0,0,1
8159714.0,2,28.0,1,1
61000000.0,1,43.0,0,1
13154038.0,2,33.0,1,1
14816145.0,3,40.0,0,1
40600000.0,4,15.0,1,0
3000000.0,1,21.0,1,1
9000000.0,1,26.0,1,1
1000000.0,3,14.0,0,1
230000.0,1,11.0,0,0
250000.0,1,19.0,1,0
100000.0,1,11.0,0,0
992250.0,3,15.0,0,1
23817000.0,3,20.0,1,1
63500000.0,5,26.0,0,0
15000.0,1,14.0,0,1
5750000.0,1,22.0,1,0
1125000.0,1,15.0,1,0
9079060.0,1,25.0,1,1
8247532.0,5,18.0,0,0
5792000.0,3,22.0,1,1
10000000.0,1,26.0,1,1
5000000.0,3,17.0,0,1
42750000.0,4,27.0,1,1
28100000.0,3,20.0,1,1
10000000.0,1,27.0,1,0
71426633.0,4,24.0,0,1
4899605.0,3,16.0,0,1
4100000.0,2,16.0,1,1
627300.0,1,26.0,0,0
14500000.0,1,26.0,0,1
55000.0,1,11.0,0,0
27700000.0,2,26.0,1,1
18000000.0,1,34.0,0,1
80000000.0,1,25.0,1,1
25000000.0,1,30.0,1,1
91000000.0,2,27.0,0,1
2000000.0,1,29.0,1,1
89500000.0,4,25.0,1,1
1801500.0,1,22.0,1,1
20404494.0,5,19.0,0,1
41300000.0,2,27.0,0,0
3000000.0,3,18.0,1,1
8620000.0,3,29.0,0,1
11400000.0,4,20.0,1,1
20000000.0,2,27.0,1,1
4826784.0,3,27.0,1,0
60000.0,1,17.0,1,0
162000000.0,2,25.0,1,1
5500000.0,1,24.0,1,1
40143.0,1,12.0,0,0
175000.0,1,18.0,1,0
36000000.0,4,18.0,1,1
1500000.0,1,14.0,0,0
1100000.0,1,17.0,0,1
2000000.0,1,17.0,1,0
1220077.59693517,1,22.0,0,0
20000000.0,1,138.0,0,1
9500000.0,1,25.0,0,1
10000.0,1,13.0,1,0
15000.0,1,15.0,1,0
90505207.0,5,19.0,1,1
16000000.0,2,20.0,0,1
11000000.0,4,25.0,0,1
789000.0,1,23.0,1,0
1700000.0,1,13.0,1,1
1000000.0,1,19.0,1,1
22000000.0,1,24.0,1,1
23850000.0,4,21.0,0,1
7000000.0,1,29.0,1,1
5800000.0,1,13.0,1,1
29557587.0,8,21.0,1,0
500000.0,1,14.0,1,0
100000000.0,1,44.0,0,1
27680000.0,2,26.0,0,1
9000000.0,2,24.0,1,1
6000000.0,2,15.0,1,1
2250000.0,1,11.0,0,0
150000.0,1,19.0,1,0
50000.0,1,20.0,1,0
2300000.0,2,15.0,0,1
21000000.0,3,25.0,0,1
1000000.0,2,18.0,1,0
58800000.0,1,22.0,1,1
3000000.0,2,20.0,1,0
161600003.0,5,24.0,1,1
24500000.0,3,24.0,1,1
11000000.0,2,25.0,0,0
16494801.0,3,19.0,1,1
100000.0,1,19.0,1,0
18000000.0,1,17.0,0,0
25000.0,1,18.0,1,0
24500000.0,2,26.0,0,1
13020000.0,2,31.0,0,1
13205000.0,2,23.0,0,1
2000000.0,1,12.0,1,0
200000.0,2,14.0,0,0
167030.421807492,1,11.0,0,0
6000000.0,1,19.0,1,1
1300000.0,1,17.0,1,1
12035360.0,2,17.0,0,1
770000.0,2,14.0,1,0
1000000.0,1,16.0,1,0
880000.0,3,14.0,1,0
5126000.0,3,17.0,0,1
40000.0,1,15.0,1,0
443000000.0,1,33.0,1,1
115015.0,2,14.0,0,1
253194.0,2,15.0,0,0
5000000.0,1,11.0,1,0
26799993.0,3,18.0,0,1
39500000.0,2,26.0,0,1
861714.0,4,15.0,0,1
280000.0,1,15.0,0,1
15000000.0,1,23.0,1,1
552326.468693312,2,13.0,0,0
6545530.0,1,17.0,1,0
8500000.0,1,28.0,0,0
31253119.8860997,1,22.0,0,0
3737446.0,2,30.0,0,1
19074918.0,2,27.0,1,1
65000.0,1,15.0,1,0
9787513.0,1,26.0,0,1
11500000.0,3,22.0,1,1
130000.0,2,17.0,1,0
10000.0,1,14.0,1,0
300000.0,1,14.0,0,1
4715000.0,3,16.0,1,1
33000000.0,2,21.0,0,0
25000.0,1,12.0,0,0
20000.0,1,16.0,1,0
650000.0,1,18.0,1,1
1500000.0,2,15.0,0,0
2250000.0,2,11.0,0,0
1500000.0,1,22.0,0,1
15000000.0,1,21.0,1,0
588384.0,1,21.0,1,1
200000.0,1,14.0,1,0
250000.0,1,12.0,0,0
32676154.0,4,18.0,0,0
7000.0,1,19.0,0,0
2555672.0,1,25.0,1,1
3000000.0,1,28.0,1,1
130082104.0,7,20.0,1,1
13210580.0,7,23.0,0,0
15000000.0,1,27.0,0,1
6623651.0,3,22.0,1,1
42600000.0,4,29.0,1,0
77000000.0,2,27.0,0,1
170000.0,1,20.0,0,0
17606421.6437253,2,24.0,0,0
150600000.0,2,26.0,1,1
45700000.0,2,27.0,1,0
965000.0,1,14.0,1,0
11885330.3329477,1,26.0,1,0
500000.0,1,17.0,1,1
22304410.0,5,18.0,1,1
13100000.0,3,15.0,0,1
200000000.0,1,16.0,1,1
7500000.0,2,20.0,0,0
25000.0,1,11.0,1,0
45000.0,2,15.0,1,0
170000.0,1,15.0,0,0
37500000.0,2,18.0,1,1
135520.0,2,12.0,1,0
4000000.0,1,46.0,1,1
7015000.0,3,17.0,0,1
540000.0,2,19.0,0,1
9360000.0,1,17.0,1,1
68500000.0,3,21.0,0,1
5000000.0,1,20.0,1,1
500000.0,1,15.0,0,0
20000.0,1,17.0,1,0
4500000.0,2,19.0,0,0
50000.0,1,12.0,0,1
118300000.0,5,27.0,1,1
355000.0,2,17.0,0,0
42700000.0,3,25.0,0,0
4000000.0,2,20.0,1,1
30500000.0,4,29.0,1,1
7300000.0,2,13.0,0,0
502100.0,1,12.0,0,0
12000000.0,1,21.0,1,0
5118761.0,1,11.0,0,0
3859459.0,2,20.0,1,1
1200000.0,1,17.0,1,0
17000000.0,1,25.0,1,1
17500000.0,3,28.0,0,1
63100000.0,4,23.0,1,1
86545843.0,6,24.0,0,1
4300000.0,1,16.0,0,0
2650000.0,1,27.0,1,1
6300003.83690592,5,25.0,1,1
1700000.0,1,13.0,1,1
9200000.0,3,18.0,0,1
1588000.0,3,15.0,1,1
100000.0,1,20.0,1,0
15000000.0,1,26.0,1,1
16000.0,1,14.0,0,0
100000.0,1,16.0,1,0
50000.0,1,12.0,0,0
100000.0,1,15.0,0,0
50000.0,1,24.0,1,0
40000000.0,3,18.0,1,1
12300000.0,2,20.0,1,1
150000.0,1,15.0,0,0
1200000.0,1,15.0,0,0
868000.0,3,15.0,1,0
5000000.0,2,28.0,0,1
157866382.0,1,27.0,0,1
436180930.0,2,25.0,0,1
300000.0,1,18.0,1,0
1500000.0,1,16.0,0,1
4352758.0,5,19.0,1,1
56063148.0,6,30.0,1,1
16500000.0,3,15.0,1,1
14000000.0,1,33.0,1,1
40000000.0,1,25.0,1,1
3471859.0,1,27.0,1,1
8207892.0,3,14.0,1,1
9500000.0,1,14.0,0,1
690000.0,1,16.0,1,0
33272398.0,2,32.0,1,1
15100000.0,3,23.0,1,0
100000.0,1,18.0,1,0
12000000.0,2,17.0,0,0
161358.567422781,1,12.0,0,0
2000019.0,1,43.0,1,1
11567800.0,3,20.0,0,1
4000000.0,2,19.0,0,1
10119801.0,3,23.0,1,1
6000000.0,1,27.0,1,1
16600000.0,1,30.0,1,1
8500000.0,3,18.0,0,1
533000.0,4,15.0,1,1
22000000.0,1,27.0,1,0
12700000.0,2,21.0,1,1
300000.0,1,18.0,0,0
62515.0,1,13.0,0,0
432299.0,1,19.0,1,1
16800000.0,2,28.0,1,1
2700000.0,2,27.0,1,1
2000000.0,2,20.0,1,1
10966004.7852471,4,18.0,1,1
26249976.0,5,20.0,1,1
681350.0,1,17.0,0,0
18500000.0,1,27.0,0,1
100000.0,1,16.0,0,1
100000.0,1,12.0,0,0
2000.0,1,11.0,0,0
150830.0,1,12.0,0,0
50000.0,2,16.0,1,0
2600000.0,1,18.0,0,0
105000.0,1,20.0,0,0
144500000.0,7,26.0,1,1
1585418.0,1,18.0,1,0
8250000.0,2,19.0,1,1
1210000.0,1,22.0,1,0
2010000.0,6,15.0,0,1
140000.0,1,20.0,0,0
390000.0,1,16.0,0,0
1620030.0,2,19.0,1,1
20000.0,1,16.0,0,0
57358050.0,2,26.0,0,1
450000.0,1,16.0,0,0
150000.0,1,14.0,0,0
18533749.0,5,20.0,1,1
49000000.0,5,22.0,1,1
2290000.0,1,20.0,1,0
362660.0,1,30.0,0,0
33000.0,1,11.0,0,0
152499.0,1,11.0,0,0
4940357.0,1,15.0,0,1
10000000.0,2,26.0,0,0
13000000.0,3,26.0,1,1
5000000.0,1,26.0,0,0
3100000.0,1,27.0,0,1
3000000.0,1,29.0,1,1
4775579.0,4,24.0,0,0
20000000.0,2,20.0,0,1
600000.0,1,12.0,1,0
60900000.0,5,23.0,1,0
13000000.0,1,30.0,1,1
38251364.0,6,20.0,1,1
2500000.0,1,27.0,1,0
2000000.0,2,18.0,1,1
32500000.0,2,24.0,0,1
99670000.0,8,25.0,1,0
8400000.0,2,20.0,1,1
552000.0,1,14.0,1,0
250000.0,1,18.0,1,0
3600000.0,2,22.0,0,0
400000.0,1,17.0,1,0
95000.0,1,16.0,0,0
26000000.0,1,28.0,0,1
500000.0,1,17.0,1,0
98000.0,1,20.0,0,0
1717000.0,2,14.0,1,1
43747800.0,4,26.0,1,1
10000000.0,1,29.0,1,1
156000.0,1,11.0,0,0
289760.0,1,16.0,0,1
150000.0,1,16.0,0,1
100000.0,1,15.0,1,0
983000.0,3,15.0,1,1
725000.0,2,13.0,0,1
2990725.0,3,13.0,1,1
36893203.0,1,31.0,0,1
3048000.0,3,21.0,1,1
1300000.0,1,14.0,1,1
3850000.0,1,27.0,1,1
18885.0,1,15.0,1,0
775000.0,1,16.0,1,1
3150000.0,2,18.0,1,0
11800000.0,1,27.0,1,1
300000.0,2,16.0,0,0
25000000.0,3,16.0,1,1
100000.0,1,20.0,0,0
25000.0,1,11.0,0,0
1180000.0,2,14.0,1,0
10000.0,1,17.0,1,1
35000000.0,4,27.0,1,1
3610000.0,1,25.0,1,0
2000000.0,2,17.0,0,1
11500000.0,3,19.0,0,0
12000000.0,1,18.0,0,0
6371788.0,3,21.0,1,1
550200.0,1,16.0,0,0
4000000.0,2,19.0,1,0
1000000.0,1,16.0,1,1
100000.0,1,13.0,0,0
2000000.0,2,15.0,0,1
100000.0,1,19.0,1,0
2250000.0,4,33.0,1,1
1300000.0,1,19.0,1,1
1000000.0,1,22.0,0,1
1000000.0,1,20.0,1,1
880000.0,2,15.0,0,0
535726.0,2,17.0,1,1
1000000.0,2,18.0,1,0
160000.0,1,16.0,1,0
1165000.0,2,13.0,1,1
985136.0,1,15.0,1,0
622125.0,1,16.0,1,0
1270000.0,1,17.0,1,1
7500.0,1,15.0,1,0
5750000.0,3,21.0,1,1
33284175.0,3,27.0,0,1
250000.0,1,16.0,0,0
976332.0,1,13.0,1,0
110000.0,1,12.0,0,0
3762066.0,3,19.0,1,0
28679147.0,4,18.0,1,1
7000000.0,1,18.0,0,1
250000.0,1,16.0,1,0
300000.0,1,19.0,0,0
500000.0,1,20.0,0,1
59000000.0,4,22.0,1,0
100000.0,1,17.0,0,0
7200000.0,3,22.0,0,1
13000000.0,1,89.0,0,1
30000.0,1,16.0,1,0
240000.0,1,12.0,1,1
11800159.0,3,19.0,1,1
100000.0,1,17.0,1,0
150000.0,1,24.0,1,0
2600000.0,1,21.0,0,1
2200000.0,1,12.0,1,0
3052000.0,2,16.0,0,1
20000.0,1,14.0,1,0
14000000.0,2,15.0,0,1
11491490.0,4,17.0,0,1
500000.0,1,22.0,1,1
10000.0,1,18.0,0,0
350000.0,1,17.0,0,0
20000.0,1,13.0,1,0
300000.0,1,19.0,1,0
4000000.0,1,17.0,0,1
120000.0,1,20.0,0,0
46000000.0,2,28.0,0,0
5049999.0,2,16.0,0,1
300000.0,1,16.0,1,0
14509.0,1,11.0,0,0
100000.0,1,12.0,0,0
8750000.0,3,19.0,1,1
47800000.0,4,17.0,1,1
39240.3076440119,1,12.0,1,0
63000000.0,1,29.0,0,1
2088900.0,3,16.0,1,0
67000000.0,3,27.0,1,0
200000.0,1,12.0,1,1
7516703.0,4,18.0,1,0
1500000.0,2,13.0,1,0
7000000.0,1,26.0,1,1
747936.0,2,15.0,1,1
30000.0,1,12.0,1,0
25000.0,1,14.0,1,0
170000.0,1,13.0,1,0
75321.0,1,12.0,0,0
12000000.0,2,26.0,0,1
100000.0,1,16.0,1,0
70000000.0,1,17.0,1,1
498000.0,1,37.0,0,0
20000000.0,1,27.0,1,0
